TargetName	DSP-1010474710004-A04	DSP-1010474710004-A06	DSP-1010474710004-A08	DSP-1010474710004-A10	DSP-1010474710004-A12	DSP-1010474710004-B02	DSP-1010474710004-B04	DSP-1010474710004-B06	DSP-1011206234567-H08
TMEM266	26	14	1	1	20	1	1	1	3
TMEM267	57	17	11	1	17	6	1	3	14
TMEM268	55	27	2	1	26	5	1	1	11
TMEM269	45	12	3	2	21	2	1	1	8
TMEM270	20	8	3	3	4	7	1	2	1
TMEM271	37	15	6	1	15	7	1	3	5
TMEM272	48	15	6	1	18	7	1	5	14
TMEM273	33	17	5	1	30	7	1	5	6
TMEM275	52	23	5	1	15	5	1	1	8
TMEM30A	306	103	38	8	163	69	7	21	61
TMEM30B	53	21	5	2	18	10	1	1	8
TMEM31	29	9	5	1	11	2	1	1	4
TMEM33	64	23	2	3	34	10	1	3	3
TMEM35A	53	13	3	2	18	3	1	1	20
TMEM35B	78	24	8	1	34	4	4	1	9
TMEM37	25	11	6	1	11	4	1	1	4
TMEM38A	48	13	1	3	25	8	1	1	2
TMEM38B	52	11	5	1	34	11	2	2	12
TMEM39A	80	28	10	1	31	6	1	3	6
TMEM39B	40	16	6	1	18	6	1	3	22
TMEM40	46	17	5	1	32	11	1	3	10
TMEM41A	63	20	6	1	23	11	1	2	4
TMEM41B	113	35	17	3	36	8	2	5	15
TMEM42	63	16	6	1	15	5	1	1	11
TMEM43	62	14	4	2	29	10	1	2	7
TMEM44	36	9	6	1	14	5	2	1	4
TMEM45A	62	17	4	1	38	8	1	1	11
TMEM45B	51	17	11	1	28	7	3	2	11
TMEM47	42	11	5	2	18	8	1	3	10
TMEM50A,RHCE	34	10	6	1	27	9	3	2	5
TMEM50B	187	67	38	14	74	15	2	8	10
TMEM51	45	15	6	1	22	8	2	3	5
TMEM52	16	6	1	1	7	2	1	2	5
TMEM52B	46	14	5	3	17	9	1	6	9
TMEM53	51	16	5	3	12	10	3	2	12
TMEM54	73	20	4	4	30	6	1	3	2
TMEM59	44	18	4	1	16	3	1	3	5
TMEM59L	120	36	12	4	49	10	1	1	9
TMEM60	51	18	5	1	37	7	1	3	10
TMEM61	30	7	3	1	12	1	1	1	1
TMEM62	55	22	4	2	26	6	1	2	9
TMEM63A	41	12	4	2	63	16	3	4	3
TMEM63B	71	26	8	2	27	6	1	2	9
TMEM63C	87	30	12	3	31	8	1	3	8
TMEM64	40	13	8	1	24	6	1	3	4
TMEM65	30	11	5	2	12	3	1	2	4
TMEM67	62	24	6	2	27	9	1	2	8
TMEM68	74	23	6	1	31	10	1	3	3
TMEM69	51	21	8	3	19	4	2	2	3
TMEM70	68	20	10	4	34	11	1	4	12
TMEM71	55	12	7	1	14	6	1	1	9
TMEM72	31	11	3	1	16	5	1	1	3
TMEM74	37	16	6	3	12	8	1	1	11
TMEM74B	55	16	2	1	25	4	1	4	1
TMEM79	57	16	4	3	35	9	1	4	7
TMEM80	70	20	1	1	36	14	2	2	2
TMEM81	40	16	4	1	13	8	1	2	7
TMEM82	38	14	4	1	17	6	1	1	5
TMEM86A	54	12	9	2	15	4	1	1	5
TMEM86B	64	23	12	3	26	4	1	4	10
TMEM87A	40	20	3	1	19	3	1	5	4
TMEM87B	29	11	2	1	19	6	1	1	4
TMEM88	66	21	10	1	17	4	1	2	4
TMEM88B	91	33	12	8	44	19	4	5	7
TMEM89	35	7	4	1	13	3	1	3	5
TMEM8B	81	26	7	2	30	10	1	5	5
TMEM9	100	26	12	4	29	12	1	3	8
TMEM91	44	15	7	1	18	3	1	1	6
TMEM92	54	12	8	2	29	7	1	4	10
TMEM94	59	18	8	3	23	6	1	3	8
TMEM95	35	4	5	1	27	2	2	3	6
TMEM97	60	21	7	2	22	8	1	3	6
TMEM98	57	16	11	3	44	19	5	6	12
TMEM9B	85	26	11	3	44	13	1	2	11
TMF1	107	30	8	1	50	15	2	3	9
TMIE	35	18	1	5	20	6	1	1	5
TMIGD1	42	13	5	1	21	6	1	2	5
TMIGD2	43	16	6	3	24	2	1	2	10
TMIGD3	71	25	4	3	40	10	3	4	8
TMLHE	58	14	6	3	29	13	1	2	8
TMOD1	90	26	12	1	29	16	1	4	8
TMOD2	74	27	8	2	21	7	5	6	15
TMOD3	43	20	6	3	38	2	1	5	10
TMOD4	34	11	2	2	10	3	1	4	4
TMPO	45	22	8	2	31	12	2	3	9
TMPPE	72	16	12	6	38	7	1	3	4
TMPRSS11A	53	5	9	1	21	3	1	2	5
TMPRSS11B	22	10	3	1	9	6	1	2	4
TMPRSS11D	56	13	4	4	17	9	1	1	8
TMPRSS11E	32	19	5	1	18	5	2	4	4
TMPRSS11F	40	8	4	1	19	8	1	2	7
TMPRSS12	27	9	2	2	23	5	1	2	3
TMPRSS13	45	10	12	1	16	3	1	2	1
TMPRSS15	37	15	3	2	11	4	1	5	3
TMPRSS2	48	15	3	1	27	5	1	2	8
TMPRSS3	47	11	3	4	22	6	1	5	12
TMPRSS4	22	10	3	1	8	5	1	1	4
TMPRSS5	37	16	9	3	29	8	2	1	6
TMPRSS6	50	17	8	3	16	3	1	3	4
TMPRSS7	53	14	9	1	9	4	1	1	11
TMPRSS9	65	16	7	1	15	4	1	2	7
TMSB10	649	193	64	16	193	91	6	57	111
TMSB15A	49	4	7	3	24	3	1	1	7
TMSB15B	17	5	1	1	23	1	1	1	5
TMSB4X	760	254	74	21	426	163	15	82	61
TMSB4Y	29	10	6	1	16	7	3	2	13
TMTC1	59	14	6	1	37	10	1	2	8
TMTC2	56	17	2	1	51	8	1	6	8
TMTC3	33	8	2	1	11	2	1	3	2
TMTC4	47	12	4	2	58	20	1	6	5
TMUB1	53	18	4	6	23	6	1	5	9
TMUB2	71	21	6	2	35	5	3	4	8
TMX1	49	17	7	4	18	6	1	1	10
TMX2	120	34	21	5	46	11	1	6	7
TMX3	134	39	10	3	31	7	1	3	18
TMX4	49	13	1	2	35	6	2	6	9
TNC	214	51	30	1	82	33	2	32	12
TNF	50	14	7	1	19	5	1	2	11
TNFAIP1	83	21	11	2	39	8	1	4	19
TNFAIP2	68	32	5	3	26	6	1	2	14
TNFAIP3	56	18	8	1	19	8	1	2	13
TNFAIP6	45	10	5	1	17	7	1	4	6
TNFAIP8	39	10	6	1	24	3	4	1	8
TNFAIP8L1	45	25	7	1	13	5	1	2	12
TNFAIP8L2	54	16	4	4	21	2	1	1	7
TNFAIP8L3	47	21	4	3	24	4	1	1	7
TNFRSF10A	37	10	8	1	16	3	1	1	5
TNFRSF10B	48	22	9	1	25	5	2	5	4
TNFRSF10D	44	16	3	2	17	8	1	4	5
TNFRSF11A	42	14	7	1	22	9	1	2	4
TNFRSF11B	45	18	4	2	21	2	1	4	4
TNFRSF12A	40	12	4	1	23	7	3	2	10
TNFRSF13B	52	13	9	1	17	3	1	3	3
TNFRSF13C	42	11	3	1	14	1	1	1	6
TNFRSF14	55	21	11	3	17	5	1	3	2
TNFRSF17	27	6	3	2	13	5	1	2	6
TNFRSF18	52	13	7	1	21	3	1	1	9
TNFRSF19	68	22	8	6	16	9	1	2	10
TNFRSF1A	82	19	8	4	29	13	1	4	4
TNFRSF1B	43	14	5	1	35	6	3	4	8
TNFRSF21	119	36	18	2	50	24	2	10	8
TNFRSF25	40	9	5	2	17	5	1	1	3
TNFRSF4	26	4	4	1	10	3	1	2	2
TNFRSF6B,RTEL1-TNFRSF6B	77	20	10	2	24	7	1	1	1
TNFRSF8	38	20	4	1	24	9	1	5	18
TNFRSF9	48	13	6	3	25	8	2	1	5
TNFSF10	46	20	4	4	17	7	2	3	10
TNFSF11	41	12	4	1	19	1	1	2	2
TNFSF12,TNFSF12-TNFSF13	41	21	7	3	23	7	1	4	10
TNFSF13	39	13	6	1	17	4	1	3	7
TNFSF13B	50	18	8	1	13	13	1	2	7
TNFSF14	50	17	5	1	25	4	1	1	3
TNFSF15	33	18	7	2	15	5	1	1	9
TNFSF18	61	18	7	2	24	6	2	4	4
TNFSF4	29	6	6	1	10	4	2	1	6
TNFSF8	51	18	11	3	24	2	1	2	10
TNFSF9	44	8	1	2	29	5	1	1	9
TNIK	180	62	18	7	84	21	4	5	4
TNIP1	77	18	8	3	52	10	1	8	2
TNIP2	59	20	5	1	19	5	1	2	14
TNIP3	45	16	2	3	18	12	1	5	20
TNK2	150	48	17	7	53	22	1	2	10
TNKS	71	28	7	4	35	8	2	3	4
TNKS1BP1	71	33	10	8	35	7	1	1	6
TNKS2	61	21	3	4	28	12	1	1	10
TNMD	23	8	6	1	14	4	2	1	5
TNN	53	19	4	3	22	3	1	2	4
TNNC1	56	15	11	1	20	8	1	1	6
TNNC2	62	17	8	4	30	7	2	1	8
TNNI1	26	7	2	1	7	3	1	2	3
TNNI2	38	12	5	1	31	3	2	2	4
TNNI3	39	10	5	1	20	8	1	1	15
TNNI3K,FPGT-TNNI3K	35	7	7	3	17	5	1	2	8
TNNT1	38	11	8	1	21	4	1	1	3
TNNT2	66	22	5	3	14	9	1	3	8
TNNT3	48	20	6	1	15	9	1	2	2
TNP1	20	3	1	1	10	4	1	1	3
TNP2	29	7	4	1	11	2	1	3	5
TNPO1	88	24	14	1	58	12	1	4	14
TNPO2	47	16	7	5	11	4	3	2	5
TNPO3	65	24	6	1	14	11	1	3	10
TNR	41	13	2	2	20	6	2	1	3
TNRC18	83	35	11	4	27	10	3	8	2
TNRC6A	65	20	7	2	50	13	4	3	4
TNRC6B	94	24	5	2	28	7	1	4	5
TNRC6C	63	20	12	3	26	10	1	3	10
TNS1	80	28	7	1	33	13	2	1	9
TNS2	82	33	5	2	36	17	2	7	5
TNS3	58	18	8	1	27	12	1	8	7
TNS4	38	15	3	4	22	5	2	1	7
TNXB	38	18	3	1	16	4	1	1	1
TOB1	76	27	9	3	52	8	1	1	1
TOB2	109	41	16	4	43	12	1	3	7
TOE1	55	18	9	1	19	5	1	2	10
TOGARAM1	44	11	6	1	22	2	1	1	4
TOGARAM2	51	11	5	3	13	6	1	2	3
TOLLIP	45	19	3	2	17	4	1	1	7
TOM1	75	24	9	4	32	5	1	5	8
TOM1L1	58	17	7	1	21	6	1	2	5
TOM1L2	42	13	9	3	34	8	1	2	5
TOMM20	70	20	4	1	38	11	1	8	6
TOMM20L	46	16	9	1	18	9	1	2	10
TOMM22	96	25	14	3	36	15	2	5	10
TOMM34	75	28	10	2	42	14	1	4	7
TOMM40	115	38	19	3	38	13	5	3	10
TOMM40L	44	15	7	1	20	9	1	4	14
TOMM5	82	23	11	4	23	9	2	6	10
TOMM6	121	44	16	11	62	13	1	5	9
TOMM7	122	39	16	6	37	9	1	5	9
TOMM70	43	11	10	1	21	4	2	2	6
TONSL	39	15	2	1	19	4	1	1	11
TOP1	57	16	8	2	34	12	2	3	10
TOP1MT	43	10	2	3	20	6	1	2	9
TOP2A	59	21	9	3	27	8	1	1	6
TOP2B	114	23	8	5	47	10	1	4	7
TOP3A	64	20	6	1	25	17	3	4	9
TOP3B	44	20	1	1	31	10	1	3	8
TOPAZ1	51	12	5	2	19	5	1	1	7
TOPBP1	84	29	6	4	37	12	1	5	8
TOPORS	45	14	9	1	24	5	1	1	5
TOR1A	62	25	8	3	28	9	2	4	11
TOR1AIP1	80	19	8	1	33	4	1	4	7
TOR1AIP2	78	36	11	2	40	14	1	7	8
TOR1B	63	22	6	4	25	8	1	2	5
TOR2A	32	20	7	1	20	9	1	1	5
TOR3A	60	24	12	1	21	12	1	2	5
TOR4A	109	28	7	3	37	14	1	8	10
TOX	40	12	3	3	15	4	1	2	5
TOX2	55	12	4	4	12	3	1	4	7
TOX3	31	16	6	2	26	3	1	1	5
TOX4	73	15	7	4	25	8	1	3	7
TP53	84	29	9	2	21	5	1	4	11
TP53AIP1	47	14	5	1	14	8	1	1	10
TP53BP1	132	60	22	5	35	9	1	4	5
TP53BP2	54	11	9	1	32	5	1	1	9
TP53I11	52	16	2	2	26	4	1	3	11
TP53I13	72	25	9	4	24	7	2	5	10
TP53I3	87	12	6	3	24	9	1	1	11
TP53INP1	66	17	7	3	27	3	1	1	8
TP53INP2	83	25	8	4	135	46	3	4	4
TP53RK	58	37	12	4	26	10	1	3	8
TP53TG3E,TP53TG3F,LOC102723655,TP53TG3,TP53TG3D,TP53TG3C	61	12	8	4	17	3	1	1	10
TP53TG5	45	15	2	2	29	7	1	1	4
TP63	43	13	6	2	19	5	1	1	6
TP73	36	15	4	1	18	2	1	1	4
TPBG	51	11	4	1	20	5	2	4	6
TPBGL	59	15	8	3	15	9	1	2	5
TPCN1	67	20	5	1	48	17	5	2	12
TPCN2	29	15	2	1	20	7	1	1	8
TPD52	80	18	3	2	37	13	1	3	4
TPD52L1	37	9	4	1	23	8	1	1	5
TPD52L2	51	14	7	2	21	5	1	4	1
TPD52L3	50	10	2	4	13	5	1	4	6
TPGS1	42	11	3	5	17	7	1	1	10
TPGS2	81	15	11	1	44	12	5	2	10
TPH1	42	16	5	1	19	6	1	1	5
TPH2	49	17	6	1	17	7	1	2	5
TPI1	260	79	31	5	150	38	4	20	27
TPK1	58	21	5	3	25	9	4	1	5
TPM1	114	30	15	3	49	16	4	6	19
TPM2	93	29	11	6	27	6	2	6	11
TPM3	175	58	16	6	68	23	2	18	21
TPM4	67	20	8	2	35	14	1	8	10
TPMT	108	22	9	2	35	19	3	1	8
TPO	41	12	2	3	23	6	1	3	11
TPP1	85	27	10	2	120	52	3	14	10
TPP2	28	6	2	1	19	6	1	1	2
TPPP	72	21	5	4	124	42	2	11	10
TPPP2	38	4	3	2	21	3	2	3	5
TPPP3	43	14	4	2	70	14	2	6	8
TPR	28	13	2	1	18	1	1	2	6
TPRA1	59	12	7	1	21	5	2	1	3
TPRG1	39	17	6	3	18	4	1	4	5
TPRG1L	34	12	2	2	18	2	1	2	3
TPRKB	73	15	8	3	28	7	1	1	7
TPRN	45	20	8	2	39	10	2	8	7
TPRX1	30	7	6	1	12	4	1	1	2
TPSAB1,TPSB2	30	11	6	2	19	3	1	1	11
TPSD1	36	9	4	3	20	3	1	2	6
TPSG1	30	8	1	1	20	1	1	2	5
TPST1	121	38	14	2	43	5	2	7	10
TPST2	56	15	12	1	22	9	1	1	16
TPTE	91	26	7	5	25	9	1	1	10
TPTE2	24	12	9	1	15	4	3	2	3
TPTEP2-CSNK1E,CSNK1E	134	40	8	2	46	13	1	5	5
TPX2	69	24	16	1	24	13	1	3	4
TRA2A	162	41	14	7	51	17	1	4	11
TRA2B	92	37	17	3	34	14	2	6	10
TRABD	87	29	7	1	27	4	1	6	7
TRABD2A	41	13	3	3	16	7	1	1	9
TRABD2B	34	11	4	1	16	4	1	3	3
TRADD	37	10	2	2	22	10	1	2	9
TRAF1	28	7	4	1	17	4	1	1	3
TRAF2	30	18	6	2	19	7	1	2	14
TRAF3	56	14	5	1	19	7	1	2	7
TRAF3IP1	47	12	5	1	30	6	2	1	9
TRAF3IP2	95	18	14	6	29	9	1	2	6
TRAF3IP3	69	23	7	3	34	5	2	2	13
TRAF4	97	39	14	2	25	17	3	5	7
TRAF5	58	19	7	1	12	3	1	4	8
TRAF6	58	15	6	1	26	3	1	4	9
TRAF7	48	23	3	1	24	4	1	5	10
TRAFD1	64	27	5	3	37	13	1	1	10
TRAIP	16	4	4	1	13	3	1	3	6
TRAK1	68	20	3	4	32	10	1	3	5
TRAK2	79	29	12	4	56	15	2	8	5
TRAM1	46	20	8	6	42	15	1	4	9
TRAM1L1	59	19	9	1	21	3	2	1	10
TRANK1	44	23	6	3	14	3	1	4	7
TRAP1	48	18	11	1	30	9	1	7	3
TRAPPC1	79	30	9	3	42	16	2	2	8
TRAPPC10	81	20	11	3	46	6	1	7	5
TRAPPC11	54	12	6	1	20	3	1	2	5
TRAPPC12	66	14	6	2	29	9	3	2	7
TRAPPC13	53	20	3	1	25	9	2	4	5
TRAPPC2	80	20	8	2	18	11	1	1	6
TRAPPC2L	32	4	1	2	12	11	1	4	5
TRAPPC3	43	16	5	2	17	11	1	3	10
TRAPPC3L	25	17	5	2	17	7	1	1	13
TRAPPC4	71	19	7	3	34	6	3	2	2
TRAPPC5	71	27	12	2	31	8	2	1	8
TRAPPC6A	38	19	10	2	20	6	2	1	6
TRAPPC6B	37	12	5	3	26	1	1	4	7
TRAPPC8	59	20	7	1	23	9	1	5	1
TRAPPC9	61	31	3	4	30	10	1	4	7
TRARG1	44	15	2	3	15	6	1	1	10
TRAT1	55	17	5	3	22	3	1	5	5
TRDMT1	44	14	5	1	25	9	1	7	2
TRDN	45	10	1	1	26	7	1	2	6
TREH	49	19	6	1	18	7	1	1	8
TREM1	40	14	3	2	23	4	2	4	9
TREM2	40	14	2	1	22	2	2	1	3
TREML1	105	39	6	3	57	16	1	7	77
TREML2	37	9	3	1	13	3	1	1	8
TREML4	26	10	4	1	13	2	1	1	2
TRERF1	40	9	7	1	21	7	1	1	6
TREX2	29	17	2	2	13	10	1	1	11
TRH	76	26	6	1	28	9	1	1	14
TRHDE	62	19	6	3	17	10	2	1	7
TRHR	34	6	4	1	19	2	1	1	5
TRIAP1	49	15	7	3	14	7	1	1	7
TRIB1	43	24	7	3	16	3	1	2	11
TRIB2	167	42	26	2	43	18	1	4	11
TRIB3	35	6	3	1	11	5	1	1	9
TRIL	69	18	4	3	20	8	1	1	4
TRIM10	48	22	8	1	21	2	1	1	9
TRIM11	50	12	7	1	26	5	3	1	9
TRIM13	41	11	3	5	16	4	2	1	5
TRIM14	47	22	2	1	18	4	1	2	7
TRIM15	26	10	1	2	16	3	1	1	6
TRIM16L,TRIM16	75	30	7	1	39	7	2	7	2
TRIM17	40	19	6	6	25	3	1	2	8
TRIM2	49	17	4	2	57	13	3	1	5
TRIM21	55	22	6	3	30	4	1	3	6
TRIM22	69	33	6	2	26	10	4	2	7
TRIM23	56	22	11	1	26	7	3	3	6
TRIM24	122	48	12	3	64	14	1	4	7
TRIM25	53	15	4	3	34	6	1	3	7
TRIM26	68	23	9	3	33	8	1	5	7
TRIM27	70	13	4	3	21	13	3	4	5
TRIM28	91	35	17	4	40	10	2	8	11
TRIM29	50	9	6	2	18	10	1	2	6
TRIM3	58	16	4	1	24	6	1	1	7
TRIM31	53	14	3	1	27	4	1	7	8
TRIM32	56	15	6	2	21	4	1	2	3
TRIM33	47	12	3	2	20	6	2	3	3
TRIM35	55	14	4	3	33	4	1	6	37
TRIM36	68	15	7	3	26	7	1	8	23
TRIM37	41	10	5	1	19	15	1	6	6
TRIM38	30	13	2	5	24	5	1	1	11
TRIM39	50	19	5	2	20	1	2	6	4
TRIM4	511	207	73	14	112	34	1	4	9
TRIM40	66	25	11	1	32	10	1	3	5
TRIM41	58	27	4	1	28	8	2	2	5
TRIM42	49	12	5	1	20	8	1	4	13
TRIM43B,TRIM43	70	33	9	4	22	6	1	2	3
TRIM44	69	14	7	1	31	10	3	4	6
TRIM45	56	11	2	1	31	6	1	3	8
TRIM46	55	9	8	2	24	5	1	5	19
TRIM47	166	56	13	3	32	9	1	4	7
TRIM48	70	18	9	4	16	13	2	1	10
TRIM49C,TRIM49	71	19	10	2	33	4	4	1	4
TRIM5	55	15	4	4	28	4	1	1	8
TRIM51,TRIM51EP	185	55	19	8	56	10	1	5	6
TRIM52	55	15	8	2	22	4	1	3	6
TRIM54	45	9	2	3	25	6	1	2	1
TRIM55	28	12	2	1	10	1	1	3	2
TRIM56	67	18	3	5	42	18	1	4	8
TRIM58	37	16	4	2	20	6	2	5	4
TRIM59	55	17	5	4	27	9	2	3	16
TRIM59-IFT80,IFT80	56	13	3	1	32	10	2	5	7
TRIM6	52	16	10	3	17	5	1	1	9
TRIM6-TRIM34,TRIM34	50	10	10	2	22	3	1	4	3
TRIM60	41	12	6	1	22	2	3	1	1
TRIM61,FARSB	62	16	10	1	21	9	1	1	5
TRIM62	65	25	7	3	25	5	1	2	6
TRIM63	19	8	3	1	17	1	1	1	2
TRIM65	116	32	8	2	25	13	2	4	12
TRIM66	31	11	5	1	6	3	1	3	2
TRIM67	40	9	4	1	19	8	1	1	3
TRIM68	36	15	7	1	21	11	1	1	4
TRIM69	59	22	6	1	21	4	1	3	9
TRIM7	49	18	5	3	28	2	1	2	8
TRIM71	40	15	1	1	23	5	1	1	6
TRIM72	68	28	6	6	18	7	1	1	5
TRIM73,TRIM50,TRIM74	35	18	4	2	18	2	1	1	1
TRIM77	53	19	8	1	32	9	2	3	7
TRIM8	63	14	7	3	44	12	1	7	6
TRIM9	109	32	18	5	48	21	1	4	6
TRIML1	31	4	2	1	10	3	1	2	3
TRIML2	31	18	4	2	18	6	1	3	7
TRIO	138	57	14	6	37	17	1	8	11
TRIOBP	79	18	9	3	32	7	1	1	15
TRIP10	47	9	4	1	24	7	1	4	3
TRIP11	80	31	5	2	24	4	1	3	6
TRIP12	104	25	16	3	50	12	1	3	6
TRIP13	39	11	11	3	22	13	1	1	5
TRIP4	48	16	4	3	27	7	2	4	6
TRIP6	51	28	12	4	22	6	1	2	3
TRIQK	40	14	6	1	24	5	1	2	12
TRIR	107	22	8	11	51	18	1	7	7
TRIT1	86	41	9	4	40	16	2	4	10
TRMO	52	28	6	4	18	5	1	1	5
TRMT1	55	28	8	1	31	9	1	3	7
TRMT10A	70	22	8	3	30	7	1	4	3
TRMT10B	64	17	5	1	20	6	1	3	5
TRMT10C	72	30	13	4	30	10	1	1	14
TRMT11	55	12	4	1	28	13	1	4	8
TRMT112	60	21	8	7	25	3	1	7	12
TRMT12	76	22	9	1	33	7	1	3	8
TRMT13	23	7	5	1	20	2	1	1	3
TRMT1L	59	22	5	3	32	15	1	3	5
TRMT2A	45	28	10	1	20	7	1	1	7
TRMT2B	60	17	6	1	25	5	1	3	6
TRMT44	37	15	2	3	27	4	1	4	7
TRMT5	48	24	4	1	24	5	1	3	6
TRMT6	43	17	5	1	17	5	2	7	8
TRMT61A	47	11	4	1	16	5	2	2	6
TRMT61B	96	18	9	3	41	13	2	5	9
TRMT9B	48	13	6	4	22	4	1	2	7
TRMU	32	15	6	1	22	5	1	1	7
TRNAU1AP	71	21	6	1	50	11	3	2	11
TRNP1	66	20	6	2	21	10	2	2	5
TRNT1,CRBN	51	18	9	4	26	8	1	2	4
TRO	55	11	5	4	19	3	1	2	4
TROAP	39	15	8	1	19	6	1	3	11
TRPC1	37	13	3	1	26	4	1	5	3
TRPC3	53	24	6	1	25	8	4	2	9
TRPC4	50	10	3	1	15	5	2	1	3
TRPC4AP	68	26	9	1	50	11	1	4	10
TRPC5	35	11	6	3	21	5	1	1	8
TRPC5OS	68	17	7	1	32	3	1	2	5
TRPC6	45	14	3	1	19	5	1	5	3
TRPC7	59	14	3	2	24	4	1	1	5
TRPM1	54	13	6	3	20	6	2	1	7
TRPM2	33	18	6	1	21	10	1	3	3
TRPM3	82	24	7	3	57	14	3	5	18
TRPM4	34	18	3	3	25	6	1	2	3
TRPM5	54	22	6	2	25	6	1	1	5
TRPM6	67	30	9	1	47	15	1	5	12
TRPM7	88	35	10	1	37	9	1	2	13
TRPM8	42	10	9	2	16	4	2	3	12
TRPS1	54	22	4	4	25	6	2	4	4
TRPT1	62	16	7	1	31	6	2	2	8
TRPV1	43	10	2	1	25	4	1	2	10
TRPV2	36	16	4	1	21	8	1	5	6
TRPV3	56	15	7	1	22	4	1	1	2
TRPV4	64	19	8	2	38	5	1	2	5
TRPV5	166	44	18	5	74	19	1	9	5
TRPV6	30	12	9	1	17	3	1	4	5
TRRAP	62	20	4	1	27	10	1	1	7
TRUB1	47	8	4	1	20	3	1	2	6
TRUB2	63	19	7	6	14	9	1	1	7
TSACC	51	12	9	1	19	5	1	2	5
TSBP1	39	18	4	2	16	6	1	1	2
TSC1	72	29	10	1	32	16	1	3	13
TSC2	65	23	10	1	42	13	4	4	11
TSC22D1	54	4	4	1	19	4	1	4	2
TSC22D2	34	11	4	1	17	5	1	1	3
TSC22D3	40	19	8	3	25	10	1	4	7
TSC22D4	218	70	17	8	190	66	7	8	7
TSEN15	62	24	6	1	51	4	1	3	9
TSEN2	53	25	11	1	31	5	2	4	4
TSEN34	57	17	6	3	16	3	1	3	9
TSEN54	60	15	7	1	32	9	1	3	6
TSFM	81	34	11	1	44	14	1	5	11
TSG101	73	23	4	1	34	8	1	3	7
TSGA10	32	16	1	1	9	6	1	2	6
TSGA10IP	58	21	10	2	23	9	2	3	9
TSGA13	44	13	3	1	13	1	1	1	7
TSHB	46	13	6	2	15	5	1	2	11
TSHR	37	13	4	1	23	3	1	3	5
TSHZ1	58	17	10	3	33	6	2	6	2
TSHZ3	53	23	8	2	31	10	1	1	5
TSKS	38	16	9	3	18	3	3	3	14
TSKU	70	25	6	3	33	10	1	2	6
TSLP	53	10	2	1	19	7	1	1	8
TSN	78	14	8	2	31	8	1	4	7
TSNARE1	57	13	9	1	17	6	2	2	9
TSNAX	112	27	10	4	64	24	1	8	46
TSNAXIP1	38	17	7	1	18	3	2	1	5
TSPAN1	49	21	4	1	22	7	1	1	6
TSPAN10	33	10	4	2	16	3	1	3	6
TSPAN11	52	15	8	3	24	2	1	1	5
TSPAN12	31	15	3	2	13	3	1	3	3
TSPAN13	80	26	10	1	21	8	1	2	11
TSPAN14	67	17	5	1	32	7	1	7	9
TSPAN15	42	10	3	1	48	11	2	10	8
TSPAN16	32	11	5	4	13	1	1	2	3
TSPAN17	73	21	8	3	32	9	1	4	4
TSPAN18	72	21	2	4	17	2	1	2	11
TSPAN19	41	15	5	3	11	5	1	3	14
TSPAN2	22	11	1	1	11	2	2	1	5
TSPAN3	129	48	13	5	52	20	1	4	14
TSPAN32	35	16	4	3	11	3	1	1	2
TSPAN33	23	13	4	1	9	8	3	2	1
TSPAN4	402	117	49	13	131	61	4	16	29
TSPAN5	62	12	3	3	11	8	3	5	5
TSPAN6	55	16	6	5	35	10	2	5	7
TSPAN7	156	61	16	3	65	20	3	3	8
TSPAN8	56	15	4	1	18	10	2	3	6
TSPAN9	63	13	4	3	28	6	1	1	13
TSPEAR	40	16	5	4	13	6	2	2	10
TSPO	56	17	11	5	28	7	1	4	4
TSPO2	33	12	6	3	14	5	1	1	8
TSPOAP1	73	25	9	4	35	8	1	1	12
TSPY8,TSPY1,TSPY2,TSPY3,TSPY4,TSPY10	32	8	6	1	18	4	1	2	7
TSPYL1	33	13	1	1	19	5	1	2	4
TSPYL2	63	24	7	3	29	11	1	8	12
TSPYL4	85	16	8	2	46	19	2	5	5
TSPYL5	45	11	3	1	18	5	1	2	3
TSPYL6	42	7	10	2	28	4	1	1	6
TSR1	55	12	7	2	28	3	1	2	6
TSR2	50	27	5	3	26	9	1	3	7
TSR3	54	22	12	1	29	12	2	2	10
TSSC4	38	15	1	1	15	6	1	1	2
TSSK1B	39	17	7	1	21	4	1	1	9
TSSK2,ESS2	49	15	8	1	24	3	1	3	4
TSSK3	51	15	1	1	20	5	1	1	12
TSSK4	23	9	1	1	16	5	1	2	6
TSSK6	55	22	8	1	29	7	2	1	14
TST	79	16	9	1	24	4	1	3	12
TSTA3	53	12	11	3	28	6	1	4	11
TSTD1	69	24	7	1	17	4	2	2	3
TSTD2	61	23	8	4	32	13	1	2	6
TSTD3	47	14	9	2	26	2	1	4	6
TTBK1	52	21	6	2	28	6	1	5	5
TTBK2	44	10	7	2	20	8	2	6	9
TTC1	73	21	8	1	29	6	1	1	7
TTC12	77	24	10	1	37	7	1	1	11
TTC13	71	25	9	3	22	9	2	4	7
TTC14	63	23	11	2	50	8	1	1	13
TTC16	35	13	6	1	18	4	1	1	10
TTC17	49	17	13	4	27	8	4	1	9
TTC19	109	44	19	6	32	8	3	2	7
TTC21A	49	15	8	2	19	6	1	1	4
TTC21B	49	8	6	1	19	4	1	1	5
TTC22	29	6	7	1	11	3	1	1	8
TTC23	51	12	6	1	23	8	1	2	5
TTC23L	53	17	4	1	17	4	1	1	8
TTC24	33	14	7	1	25	2	1	3	2
